question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct
G017,Raeume oder Ressourcen buchen,mistral:instruct,hybrid,1.0,0.6309,0.5,2,0.8571,outlook,3.8245,364,23,1
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,mistral:instruct,hybrid,1.0,1.0,1.0,1,1.0,,4.0821,534,18,1
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,mistral:instruct,hybrid,1.0,0.5,0.3333,3,0.6667,"malware, proxy",3.9874,457,22,1
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,mistral:instruct,hybrid,1.0,0.6309,0.5,2,1.0,,4.0737,690,21,1
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,mistral:instruct,hybrid,0.0,0.0,0.0,,1.0,,3.8753,547,22,0
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,mistral:instruct,hybrid,1.0,0.6934,0.5,2,0.8571,outlook,4.0568,668,18,1
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"office.com, webclient",4.6455,847,26,1
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.6667,"freigabe, hinzufuegen",4.2694,906,22,0
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,greenshot,4.3406,914,26,1
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,mistral:instruct,hybrid,1.0,0.9197,1.0,1,0.4,"beschreibung, periodisch, zeitraum",3.7066,307,18,1
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,mistral:instruct,hybrid,0.5,0.3066,0.3333,3,0.4,"regler, wiederholungsrhythmus, zeiten",4.1257,758,21,0
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",mistral:instruct,hybrid,0.0,0.0,0.0,,0.8571,bestehende ordner,4.2356,675,26,1
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,neues passwort,4.5741,945,25,1
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",mistral:instruct,hybrid,0.3333,0.2961,0.5,2,0.0,serverseitig,4.0453,605,23,1
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,kalendergruppe,4.1169,754,24,1
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,mistral:instruct,hybrid,0.3333,0.2961,0.5,2,0.0,warnungen,3.906,399,26,1
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,mistral:instruct,hybrid,0.3333,0.1672,0.1667,6,0.0,ssl-analyse,4.099,582,24,1
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",mistral:instruct,hybrid,0.3333,0.2961,0.5,2,0.6667,"assistent, root-zertifikat",4.1756,749,23,1
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,mistral:instruct,hybrid,1.0,1.0,1.0,1,1.0,,4.2742,723,22,1
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,mistral:instruct,hybrid,0.6667,0.4982,0.5,2,0.0,prasenzstatus,3.9851,455,22,1
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",mistral:instruct,hybrid,0.0,0.0,0.0,15,0.4,"fusion-leiste, praferiertes endgerat, profil",4.0155,439,26,0
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,mistral:instruct,hybrid,0.6667,0.6105,1.0,1,0.6667,"anpassen, klonen",4.0352,528,23,1
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,mistral:instruct,hybrid,0.0,0.0,0.0,,0.0,zwischenablage,3.8639,476,22,1
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,konfiguration,4.1234,731,29,1
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"optimal, taste",3.8524,370,27,1
